Store Nbr	Store Name	Store Type Descr	Open Sunday Flag	Street Address	City	State	Zip Code	MDSE Major Zone	MDSE Sub Zone	Square Footage	Subdiv	Region	District	Open Date	Expansion Size SQFT	Expansion Open Date	Dry Run Date	Regular Warehouse	Assembly Warehouse	Circular Warehouse	Distribution Warehouse	WPM Warehouse	Store Prototype Nbr	IDC	IDC Desc	Port	Port Desc
2607	POLSON, MT	BASE STR Supercenter	Y	36318 MEMORY LANE	POLSON	MT	59860	80	83	119620	1M	47	383	01/26/1998	58031	10/23/2013	01/26/1998	7026	7026	7026	7026	6029	57	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2608	MILES CITY, MT	BASE STR Supercenter	Y	3205 STOWER ST	MILES CITY	MT	59301	80	83	159185	1M	47	382	01/26/1998	99813	10/25/2006	01/26/1998	6019	6019	6019	6019	6029	145	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2609	LAKEWOOD, CA	BASE STR Supercenter	Y	2770 CARSON ST	LAKEWOOD	CA	90712	30	32	134656	1M	57	465	03/15/2000	134656	08/27/2010	03/15/2000	6021	6021	6021	6021	6029	129	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2610	LOGAN, WV	BASE STR Supercenter	Y	77 NORMAN MORGAN BLVD	LOGAN	WV	25601	60	66	201638	1F	41	316	10/29/1997	0		10/29/1997	6039	6039	6039	6039	6014	189	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2611	MT.PLEASANT, PA	BASE STR Supercenter	Y	2100 SUMMIT RIDGE PLZ	MOUNT PLEASANT	PA	15666	70	76	185829	1E	20	235	10/27/1999	0		10/27/1999	6027	6027	6027	6027	6041	172	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2612	EL PASO (NE), TX	BASE STR Supercenter	Y	1850 N ZARAGOZA RD	EL PASO	TX	79936	40	43	200404	1B	7	505	05/20/1998	0		05/20/1998	6012	6012	6012	6012	6008	189	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2613	BUCYRUS, OH	BASE STR Supercenter	Y	1875 E MANSFIELD ST	BUCYRUS	OH	44820	70	75	111911	1E	21	211	01/26/1998	0		01/26/1998	6024	6024	6024	6024	6022	109	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2614	READING (N), PA	BASE STR Supercenter	Y	5370 ALLENTOWN PIKE	TEMPLE	PA	19560	70	76	205667	1E	22	168	10/13/1999	0		10/13/1999	7034	7034	7034	7034	6041	192	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2615	VALDOSTA (N), GA	BASE STR Supercenter	Y	3274 INNER PERIMETER RD	VALDOSTA	GA	31602	40	46	179958	1A	3	27	09/16/1998	0		09/16/1998	6010	6010	6010	6010	6014	167	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2616	O`FALLON, MO	BASE STR Supercenter	Y	1307 HIGHWAY K	O FALLON	MO	63366	70	75	210637	1N	43	341	01/26/1998	129445	07/01/2009	01/26/1998	6069	6069	6069	6069	6008	195	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2617	WINNEMUCCA, NV	BASE STR Supercenter	Y	3010 POTATO RD	WINNEMUCCA	NV	89445	70	72	165897	1M	54	392	01/26/1998	101017	05/16/2007	01/26/1998	7026	7026	7026	7026	6029	145	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2618	COMMERCE, MI	BASE STR Supercenter	Y	3301 PONTIAC TRAIL ROAD	COMMERCE	MI	48390	80	85	212226	1N	19	198	01/27/1999	124465	10/24/2007	01/27/1999	6043	6043	6043	6043	6022	195	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2619	MIDLAND, MI	BASE STR Supercenter	Y	910 JOE MANN BLVD	MIDLAND	MI	48642	80	85	200092	1N	19	204	01/27/1999	127185	08/31/2005	01/27/1999	6043	6043	6043	6043	6022	192	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2620	HASTINGS, MI	BASE STR Supercenter	Y	1618 W M 43 HWY	HASTINGS	MI	49058	80	85	96012	1N	19	202	01/27/1999	96012	09/24/2010	01/27/1999	6043	6043	6043	6043	6022	93	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2621	SIMI VALLEY, CA	BASE STR Wal-Mart	Y	255 COCHRAN ST	SIMI VALLEY	CA	93065	30	32	129039	1M	57	446	04/21/1999	0		04/21/1999	6021	6021	6021	6021	6029	120	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2622										1069161	1W	68	715	06/01/2010	0		06/01/2010						0				
2623										0	1W	68	715	06/01/2010	0		06/01/2010	6017	6017	6017	6017	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2624										1065849	1W	68	715	06/01/2010	0		06/01/2010	6080	6080	6080	6080	6041	0	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2626	LIVE OAK, FL	BASE STR Supercenter	Y	6868 US HIGHWAY 129	LIVE OAK	FL	32060	30	36	150024	1A	3	101	08/19/1998	0		08/19/1998	7035	7035	7035	7035	6014	139	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2627	TAMPA, FL	BASE STR Supercenter	Y	2701 E FLETCHER AVE	TAMPA	FL	33612	30	36	139964	1A	9	113	01/26/2000	124867	10/26/2011	01/26/2000	6020	6020	6020	6020	6014	120	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2628	LEXINGTON, KY	BASE STR Supercenter	Y	4051 NICHOLASVILLE RD	LEXINGTON	KY	40503	60	65	200084	1F	41	260	01/27/1999	0		01/27/1999	6017	6017	6017	6017	6022	189	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2629	NORTHBRIDGE, MA	BASE STR Supercenter	Y	100 VALLEY PKWY	WHITINSVILLE	MA	01588	80	86	185621	1E	15	156	10/29/1997	62980	03/14/2007	10/29/1997	6030	6030	6030	6030	6041	173	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2630	JESUP, GA	BASE STR Supercenter	Y	1100 N 1ST ST	JESUP	GA	31545	30	36	149704	1A	3	29	09/16/1998	0		09/16/1998	6010	6010	6010	6010	6014	139	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2631	LIVONIA, MI	BASE STR Supercenter	Y	29555 PLYMOUTH RD	LIVONIA	MI	48150	80	85	203941	1N	19	197	01/27/1999	108655	08/08/2007	01/27/1999	6043	6043	6043	6043	6022	195	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2632	PHOENIX SUNNYSLOPE AZ	BASE STR Nghbrhd Mkt	Y	115 E DUNLAP AVE	PHOENIX	AZ	85020	30	33	42886	1O	61	510	06/11/2014	0		06/11/2014	6031	6031	6031	6031	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2633	PISCATAWAY, NJ	BASE STR Wal-Mart	Y	1303 CENTENNIAL AVE	PISCATAWAY	NJ	08854	70	76	134698	1E	17	175	10/28/1998	177041	01/25/2019	10/28/1998	6080	6080	6080	6080	6041	129	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2634	GORHAM, NH	BASE STR Supercenter	Y	561 MAIN ST	GORHAM	NH	03581	80	86	152513	1E	16	180	04/15/1998	77219	05/09/2007	04/15/1998	6030	6030	6030	6030	6041	145	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2635										0	1W	69	736	09/26/2011	0		09/26/2011						0				
2635										0	1W	86	736	09/26/2011	0		09/26/2011						0				
2636	HUNTINGTON BEACH,CA	BASE STR Wal-Mart	Y	8230 TALBERT AVE	HUNTINGTON BEACH	CA	92646	30	32	135941	1M	57	466	01/30/2002	0		01/30/2002	6021	6021	6021	6021	6029	129	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2637	MONROE, NY	BASE STR Supercenter	Y	288 LARKIN DR	MONROE	NY	10950	70	76	204184	1E	17	164	10/11/2000	0		10/11/2000	6080	6080	6080	6080	6041	192	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2638	ASHLAND, (S), KY	BASE STR Supercenter	Y	12504 U.S. ROUTE 60	ASHLAND	KY	41102	60	66	149356	1F	41	259	10/14/1998	0		10/14/1998	6024	6024	6024	6024	6022	139	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2639	GILFORD, NH	BASE STR Supercenter	Y	1458 LAKE SHORE RD	GILFORD	NH	03249	80	86	129823	1E	16	181	01/26/1998	0	10/29/2014	01/26/1998	6030	6030	6030	6030	6041	60	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2640	SALEM, MA	BASE STR Wal-Mart	Y	450 HIGHLAND AVE	SALEM	MA	01970	80	86	96227	1E	16	157	03/18/1998	0		03/18/1998	6030	6030	6030	6030	6041	93	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2641	ALLENTOWN (SW), PA	BASE STR Supercenter	Y	1091 MILLCREEK RD	ALLENTOWN	PA	18106	70	76	208677	1E	22	168	07/18/2001	0		07/18/2001	7034	7034	7034	7034	6041	192	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2642	APPLE VALLEY, MN	BASE STR Supercenter	Y	7835 150TH ST W	APPLE VALLEY	MN	55124	80	85	203600	1N	52	423	01/27/1999	128958	09/15/2010	01/27/1999	6025	6025	6025	6025	6022	120	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2643	WOODBURY MN	BASE STR Supercenter	Y	10240 HUDSON RD	WOODBURY	MN	55129	80	85	151199	1N	52	416	09/14/2005	0		09/14/2005	6025	6025	6025	6025	6022	139	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2644	SAGINAW, MI	BASE STR Supercenter	Y	5825 BROCKWAY RD	SAGINAW	MI	48638	80	85	216291	1N	19	204	01/27/1999	127185	11/08/2006	01/27/1999	6043	6043	6043	6043	6022	195	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2645	BLACKSTONE, VA	BASE STR Supercenter	Y	1451 S MAIN ST	BLACKSTONE	VA	23824	50	56	109450	1F	27	314	07/15/1998	0		07/15/1998	6023	6023	6023	6023	6041	109	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2646	PEARISBURG, VA	BASE STR Supercenter	Y	160 KINTER WAY	PEARISBURG	VA	24134	50	56	109450	1F	27	312	09/16/1998	0		09/16/1998	7045	7045	7045	7045	6041	109	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2647	WOODSTOCK, VA	BASE STR Supercenter	Y	461 W RESERVOIR RD	WOODSTOCK	VA	22664	60	66	146634	1F	27	286	01/27/1999	0		01/27/1999	7045	7045	7045	7045	6041	142	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2648	SAN LEANDRO, CA EF	BASE STR Wal-Mart	Y	1919 DAVIS ST	SAN LEANDRO	CA	94577	40	42	136028	1M	56	511	03/17/1999	0		03/17/1999	6026	6026	6026	6026	6029	129	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2649	IRVING (NORTH), TX	BASE STR Supercenter	Y	1635 MARKET PLACE BLVD.	IRVING	TX	75063	40	44	222353	1B	5	52	01/26/2000	0		01/26/2000	6036	6036	6036	6036	6005	208	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2650	PHILADELPHIA (NE), PA	BASE STR Supercenter	Y	4301 BYBERRY ROAD	PHILADELPHIA	PA	19154	60	66	176191	1E	22	170	03/18/1998	131498	09/24/2014	03/18/1998	7034	7034	7034	7034	6041	113	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2651	MANVILLE, NJ	BASE STR Supercenter	Y	100 NORTH MAIN STREET	MANVILLE	NJ	08835	70	76	164187	1E	17	175	10/28/1998	125329	10/22/2014	10/28/1998	6080	6080	6080	6080	6041	120	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2652	GRANTS, NM	BASE STR Supercenter	Y	1000 ROBERT RD	GRANTS	NM	87020	60	63	109630	1M	46	384	03/17/1999	0		03/17/1999	6012	6012	6012	6012	6008	109	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2653	PORTALES, NM	BASE STR Supercenter	Y	1604 E SPRUCE ST	PORTALES	NM	88130	50	54	109450	1M	46	386	07/15/1998	0		07/15/1998	6012	6012	6012	6012	6008	109	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2654	TOMPKINSVILLE, KY	BASE STR Supercenter	Y	1650 EDMONTON RD	TOMPKINSVILLE	KY	42167	60	65	109630	1F	41	257	01/27/1999	0		01/27/1999	6066	6066	6066	6066	6022	109	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2656	ESPANOLA, NM	BASE STR Supercenter	Y	1610 NO. RIVERSIDE DRIVE	ESPANOLA	NM	87532	60	63	152304	1M	46	375	01/27/1999	0		01/27/1999	6012	6012	6012	6012	6008	139	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2657	CHANDLER KYRENE AZ	BASE STR Nghbrhd Mkt	Y	6085 W CHANDLER BLVD	CHANDLER	AZ	85226	30	33	44560	1O	61	510	08/28/2013	0		08/28/2013	6031	6031	6031	6031	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2658	WEST BEND, WI	BASE STR Supercenter	Y	1515 W PARADISE DR	WEST BEND	WI	53095	80	85	205576	1N	53	444	10/14/1998	0		10/14/1998	7039	7039	7039	7039	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2659	FALMOUTH, ME	BASE STR Wal-Mart	Y	206 US RT 1	FALMOUTH	ME	04105	80	86	84256	1E	16	185	08/19/1998	0		08/19/1998	6030	6030	6030	6030	6041	84	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2660	NORTH READING, MA	BASE STR Wal-Mart	Y	72 MAIN ST	NORTH READING	MA	01864	80	86	104977	1E	16	157	09/23/1998	0		09/23/1998	6030	6030	6030	6030	6041	105	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2662	COVINGTON, VA	BASE STR Supercenter	Y	313 THACKER AVE	COVINGTON	VA	24426	50	56	146587	1F	27	313	09/16/1998	0		09/16/1998	7045	7045	7045	7045	6041	139	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2663	EBENSBURG, PA	BASE STR Supercenter	Y	300 WALMART DR	EBENSBURG	PA	15931	70	76	156882	1E	22	237	01/27/1999	0		01/27/1999	6027	6027	6027	6027	6041	142	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2664	PUNXSUTAWNEY, PA	BASE STR Supercenter	Y	21920 ROUTE #119	PUNXSUTAWNEY	PA	15767	70	76	107356	1E	20	231	06/19/2002	0		06/19/2002	6027	6027	6027	6027	6041	107	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2665	SLIDELL, LA	BASE STR Supercenter	Y	167 NORTHSHORE BLVD	SLIDELL	LA	70460	30	35	203750	1A	13	125	08/18/1999	0		08/18/1999	6011	6011	6011	6011	6005	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2666	COLUMBUS (S), OH	BASE STR Wal-Mart	Y	3579 S HIGH ST	COLUMBUS	OH	43207	70	75	127711	1E	21	218	03/17/1999	0		03/17/1999	6024	6024	6024	6024	6022	120	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2667	DALLAS (E), TX	BASE STR Supercenter	Y	7401 SAMUELL BLVD	DALLAS	TX	75228	40	44	208653	1B	5	55	10/28/1998	0		10/28/1998	6036	6036	6036	6036	6005	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2668	RACINE, WI	BASE STR Supercenter	Y	3049 S OAKES RD	STURTEVANT	WI	53177	80	85	203405	1N	53	435	10/28/1998	0		10/28/1998	7039	7039	7039	7039	6022	189	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2671	CHANDLER AZ	BASE STR Supercenter	Y	1175 S ARIZONA AVE	CHANDLER	AZ	85286	30	33	203091	1M	46	373	08/24/2005	0		08/24/2005	6031	6031	6031	6031	6029	195	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2672	LAMAR, CO	BASE STR Supercenter	Y	1432 E OLIVE ST	LAMAR	CO	81052	70	73	112780	1M	47	389	10/14/1998	0		10/14/1998	6019	6019	6019	6019	6029	109	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2674	GREENVILLE, PA	BASE STR Supercenter	Y	45 WILLIAMSON RD	GREENVILLE	PA	16125	70	76	157020	1E	20	229	10/13/1999	0		10/13/1999	6027	6027	6027	6027	6041	142	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2677										1	1W	76	721	04/09/2003	1	02/05/2013	04/09/2003	0	0	0	0	0	0				
2678	MISHAWAKA, IN	BASE STR Supercenter	Y	316 INDIAN RIDGE BLVD	MISHAWAKA	IN	46545	80	85	208653	1F	23	245	03/17/1999	0		03/17/1999	6043	6043	6043	6043	6022	192	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2679	ELKHART, IN	BASE STR Supercenter	Y	175 COUNTRY ROAD #6 WEST	ELKHART	IN	46514	80	85	203750	1F	23	245	03/17/1999	0		03/17/1999	6043	6043	6043	6043	6022	192	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2680	SOUTH BEND, IN	BASE STR Supercenter	Y	3701 PORTAGE RD	SOUTH BEND	IN	46628	80	85	203750	1F	23	245	03/17/1999	0		03/17/1999	6043	6043	6043	6043	6022	192	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2681	LITTLETON,NH	BASE STR Wal-Mart	Y	615 MEADOW ST	LITTLETON	NH	03561	80	86	95848	1E	16	180	10/14/1998	0		10/14/1998	6030	6030	6030	6030	6041	93	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2682	BERLIN, VT	BASE STR Supercenter	Y	282 BERLIN MALL RD	BERLIN	VT	05602	80	86	93110	1E	16	181	01/27/1999	0	10/22/2014	01/27/1999	6030	6030	6030	6030	6041	60	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2683	HADLEY, MA	BASE STR Wal-Mart	Y	337 RUSSELL ST	HADLEY	MA	01035	80	86	97017	1E	15	154	01/26/2000	0		01/26/2000	6038	6038	6038	6038	6041	93	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2684	NEW MARTINSVILLE, WV	BASE STR Supercenter	Y	1142 S BRIDGE ST	NEW MARTINSVILLE	WV	26155	60	66	153380	1F	41	319	01/27/1999	0		01/27/1999	6024	6024	6024	6024	6022	142	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2685	BENTONVILLE DRIVE	BASE STR Nghbrhd Mkt	Y	3701 SE DODSON RD	BENTONVILLE	AR	72712	50	55	25000	1O	65	534	09/02/2014	0		09/02/2014	6094	6094	6094	6094	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2686	BENTONVILLE E CENTRAL AR	BASE STR Nghbrhd Mkt	Y	1703 E. CENTRAL AVE	BENTONVILLE	AR	72712	50	55	41117	1O	65	534	01/21/2015	0		01/21/2015	6094	6094	6094	6094	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2687	GREER, SC	BASE STR Supercenter	Y	14055 E WADE HAMPTON BLVD	GREER	SC	29651	50	56	183211	1F	4	43	09/16/1998	0		09/16/1998	6054	6070	6070	6070	6014	172	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2688	TYLER, TX	BASE STR Supercenter	Y	6801 S BROADWAY AVE	TYLER	TX	75703	40	44	208653	1B	5	45	10/28/1998	0		10/28/1998	6036	6036	6036	6036	6005	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2689	FRESNO CEDAR CA	BASE STR Nghbrhd Mkt	Y	3131 N CEDAR AVE	FRESNO	CA	93703	30	32	41144	1O	61	512	04/01/2015	0		04/01/2015	6021	6021	6021	6021	6029	0	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2690	MADISON, AL	BASE STR Supercenter	Y	8650 MADISON BLVD	MADISON	AL	35758	50	55	203750	1A	14	5	10/28/1998	0		10/28/1998	6006	6006	6006	6006	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2691	NEW ALBANY, IN	BASE STR Supercenter	Y	2910 GRANT LINE RD	NEW ALBANY	IN	47150	60	65	203622	1F	23	243	06/19/2002	0		06/19/2002	6017	6017	6017	6017	6022	192	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2692	CHESTERFIELD, MI	BASE STR Supercenter	Y	45400 MARKETPLACE BLVD	CHESTERFIELD	MI	48051	80	85	218050	1N	19	206	03/20/2002	151149	03/19/2008	03/20/2002	6043	6043	6043	6043	6022	195	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2693	FENTON, MI	BASE STR Supercenter	Y	3700 OWEN RD	FENTON	MI	48430	80	85	215494	1N	19	205	01/23/2002	137797	07/01/2009	01/23/2002	6043	6043	6043	6043	6022	176	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2694	KIRKWOOD, MO	BASE STR Supercenter	Y	1202 S KIRKWOOD RD	KIRKWOOD	MO	63122	70	75	147637	1N	43	340	05/17/2000	135372	02/29/2012	05/17/2000	6069	6069	6069	6069	6008	129	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2695	CLERMONT, FL	BASE STR Supercenter	Y	1450 JOHNS LAKE RD	CLERMONT	FL	34711	30	36	204452	1A	9	89	01/27/2006	0		01/27/2006	6020	6020	6020	6020	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2696	MOOREFIELD, WV	BASE STR Supercenter	Y	11 HARNESS RD	MOOREFIELD	WV	26836	60	66	109630	1F	41	320	01/27/1999	0		01/27/1999	7045	7045	7045	7045	6041	109	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2697	ANTIOCH, CA EF	BASE STR Supercenter	Y	4893 LONE TREE WAY	ANTIOCH	CA	94531	40	42	170120	1M	56	452	01/26/2000	130213	11/18/2015	01/26/2000	6026	6026	6026	6026	6029	120	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2698										0	1W	68	715	07/24/2012	0		07/24/2012	7036	7036	7036	7036	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2699	GAINESVILLE NORTH THOMPSO	BASE STR Nghbrhd Mkt	Y	1435 THOMPSON BRIDGE RD	GAINESVILLE	GA	30501	50	56	41117	1O	59	554	01/28/2015	0		01/28/2015	6054	6054	6054	6054	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2700	DETROIT, MI	BASE STR Supercenter	Y	9190 HIGHLAND RD	WHITE LAKE	MI	48386	80	85	158119	1N	19	198	08/18/1999	129587	10/27/2010	08/18/1999	6043	6043	6043	6043	6022	120	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2702	NIXA, MO	BASE STR Supercenter	Y	1102 N MASSEY BLVD	NIXA	MO	65714	60	65	151980	1N	40	333	01/27/1999	0		01/27/1999	6069	6069	6069	6069	6008	142	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2703	FLORENCE, SC	BASE STR Supercenter	Y	2014 S IRBY ST	FLORENCE	SC	29505	50	56	183211	1F	4	38	01/27/1999	0		01/27/1999	6040	6040	6040	6040	6014	172	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2704	RANDLEMAN, NC	BASE STR Supercenter	Y	1021 HIGH POINT ST	RANDLEMAN	NC	27317	50	56	151980	1F	28	309	03/17/1999	0		03/17/1999	6023	6070	6070	6070	6014	142	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2705	FRANKLIN, VA	BASE STR Supercenter	Y	1500 ARMORY DR	FRANKLIN	VA	23851	50	56	151980	1F	27	314	01/27/1999	0		01/27/1999	6023	6023	6023	6023	6041	142	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2706	GRETNA (N) LA	BASE STR Supercenter	Y	1501 MANHATTAN BLVD	HARVEY	LA	70058	30	35	222090	1A	13	125	01/26/2000	0		01/26/2000	6048	6048	6048	6048	6005	208	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2707										0	1W	68	715	05/08/2012	0		05/08/2012	7039	7039	7039	7039	6022	0	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2708	TEMECULA CA	BASE STR Supercenter	Y	32225 TEMECULA PKWY	TEMECULA	CA	92592	30	32	221537	1M	58	460	10/28/2003	149723	09/16/2009	10/28/2003	7033	7033	7033	7033	6029	195	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2709										0	1W	68	715	05/22/2012	0		05/22/2012	6020	6020	6020	6020	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2710	KETCHIKAN, AK	BASE STR Wal-Mart	Y	4230 DON KING RD	KETCHIKAN	AK	99901	70	71	70511	1M	49	469	03/21/2001	0		03/21/2001	6037	6037	6037	6037	6029	57	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2711	KODIAK, AK	BASE STR Wal-Mart	Y	2911 MILL BAY RD	KODIAK	AK	99615	70	71	67170	1M	49	469	03/31/1999	0		03/31/1999	6037	6037	6037	6037	6029	57	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
2712	MYRTLE BEACH (S), SC	BASE STR Supercenter	Y	541 SEABOARD ST	MYRTLE BEACH	SC	29577	40	46	203750	1F	4	37	01/26/2000	0		01/26/2000	6040	6040	6040	6040	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2713	TRUSSVILLE, AL	BASE STR Supercenter	Y	5919 TRUSSVILLE CROSSINGS PKWY	BIRMINGHAM	AL	35235	40	45	203750	1A	1	2	05/17/2000	0		05/17/2000	6006	6006	6006	6006	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
2714	SPENCER, IA	BASE STR Supercenter	Y	500 11TH ST SW	SPENCER	IA	51301	80	85	151980	1N	51	426	08/18/1999	0		08/18/1999	6025	6025	6025	6025	6022	142	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2715	DIBERVILLE, MS	BASE STR Supercenter	Y	3615 SANGANI BLVD	DIBERVILLE	MS	39540	30	35	203750	1A	14	143	05/19/1999	0		05/19/1999	6011	6011	6011	6011	6005	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2716	CEDAR RAPIDS, IA	BASE STR Supercenter	Y	3601 29TH AVE SW	CEDAR RAPIDS	IA	52404	70	75	205372	1N	51	415	06/16/1999	0		06/16/1999	6009	6009	6009	6009	6022	192	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
2717	HATTIESBURG, MS	BASE STR Supercenter	Y	5901 U S HIGHWAY 49	HATTIESBURG	MS	39402	40	45	151980	1A	14	139	08/18/1999	0		08/18/1999	6011	6011	6011	6011	6005	142	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2718	HOUSTON (C), TX	BASE STR Wal-Mart	Y	9555 S POST OAK RD	HOUSTON	TX	77096	30	34	123104	1B	6	64	10/27/1999	0		10/27/1999	7036	7036	7036	7036	6005	120	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
2719	BRISTOL, CT	BASE STR Wal-Mart	Y	1400 FARMINGTON AVE	BRISTOL	CT	06010	70	76	122813	1E	15	155	01/24/2001	0		01/24/2001	6080	6080	6080	6080	6041	120	6088	SUFFOLK-STORAGE	3019	SUFFOLK-FLOW
2720	MADISON, MS	BASE STR Supercenter	Y	127 GRAND VIEW BLVD	MADISON	MS	39110	40	45	205343	1A	14	140	07/16/2003	0		07/16/2003	6011	6011	6011	6011	6005	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
