Store Nbr	Store Name	Store Type Descr	Open Sunday Flag	Street Address	City	State	Zip Code	MDSE Major Zone	MDSE Sub Zone	Square Footage	Subdiv	Region	District	Open Date	Expansion Size SQFT	Expansion Open Date	Dry Run Date	Regular Warehouse	Assembly Warehouse	Circular Warehouse	Distribution Warehouse	WPM Warehouse	Store Prototype Nbr	IDC	IDC Desc	Port	Port Desc
916	HATTIESBURG MS	BASE STR Supercenter	Y	6072 U S HIGHWAY 98	HATTIESBURG	MS	39402	40	45	201998	1A	14	139	08/12/1986	104448	04/13/1994	08/12/1986	6011	6011	6011	6011	6005	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
917	BRADY TX	BASE STR Supercenter	Y	2207 S BRIDGE ST	BRADY	TX	76825	40	44	99611	1B	7	72	07/08/1986	44294	03/05/2008	07/08/1986	6016	6016	6016	6016	6005	98	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
918	MARSHALL TX	BASE STR Supercenter	Y	1701 E END BLVD N	MARSHALL	TX	75670	40	44	201998	1B	5	46	04/01/1986	90133	09/14/1994	04/01/1986	6048	6048	6048	6048	6005	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
919	FT WALTON BEACH FL	BASE STR Supercenter	Y	748 BEAL PKWY NW	FORT WALTON BEACH	FL	32547	30	35	205408	1A	1	14	06/17/1986	102951	08/19/1998	06/17/1986	6010	6010	6010	6010	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
920	WARNER ROBINS RUSSELL GA	BASE STR Nghbrhd Mkt	Y	3009 RUSSELL PARKWAY	WARNER ROBINS	GA	31088	40	46	41117	1O	59	554	09/16/2015	0		09/16/2015	6054	6054	6054	6054	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
921	SALIDA CO	BASE STR Supercenter	Y	7865 W US HIGHWAY 50	SALIDA	CO	81201	90	91	109450	1M	47	388	03/05/1986	41304	09/10/1997	03/05/1986	6019	6019	6019	6019	6029	109	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
922	CORYDON IN	BASE STR Supercenter	Y	2363 HIGHWAY 135 NW	CORYDON	IN	47112	60	65	178420	1F	23	243	06/17/1986	55543	07/20/1994	06/17/1986	6017	6017	6017	6017	6022	167	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
923	NOBLESVILLE IN	BASE STR Supercenter	Y	16865 CLOVER RD	NOBLESVILLE	IN	46060	70	75	205512	1F	23	482	04/29/1986	87420	02/11/1998	04/29/1986	6017	6017	6017	6017	6022	188	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
924	STERLING CO	BASE STR Supercenter	Y	1510 W MAIN ST	STERLING	CO	80751	70	73	180301	1M	47	378	03/11/1986	65930	07/19/1995	03/11/1986	6019	6019	6019	6019	6029	167	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
925	SEFFNER FL /MANGO	BASE STR Wal-Mart	Y	11720 E DR MARTIN LUTHER KING	SEFFNER	FL	33584	30	36	71400	1A	9	114	03/11/1986	0		03/11/1986	6020	6020	6020	6020	6014	70	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
927	PLAINVIEW TX	BASE STR Supercenter	Y	1501 N INTERSTATE 27	PLAINVIEW	TX	79072	50	54	203091	1B	44	71	08/05/1986	92631	07/21/2004	08/05/1986	6012	6012	6012	6012	6008	195	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
929	PORT ST LUCIE FL	BASE STR Supercenter	Y	10855 SO. US HWY #1	PORT ST LUCIE	FL	34952	30	36	207759	1A	11	106	08/19/1986	119763	10/16/2002	08/19/1986	7038	7038	7038	7038	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
930	MONTGOMERY (S) AL	BASE STR Supercenter	Y	3801 EASTERN BLVD	MONTGOMERY	AL	36116	40	45	203750	1A	1	8	07/01/1986	113037	08/18/1999	07/01/1986	6054	6054	6054	6054	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
931	VERO BEACH, FL	BASE STR Supercenter	Y	5555 20TH ST	VERO BEACH	FL	32966	30	36	191318	1A	11	106	09/02/1986	126249	07/16/1997	09/02/1986	7038	7038	7038	7038	6014	188	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
932	GRIFFIN GA	BASE STR Supercenter	Y	1569 N EXPRESSWAY	GRIFFIN	GA	30223	50	56	221802	1A	2	16	07/15/1986	111562	01/22/2003	07/15/1986	6054	6054	6054	6054	6014	208	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
933	ROCHELLE IL	BASE STR Supercenter	Y	311 E ROUTE 38	ROCHELLE	IL	61068	80	85	120765	1N	25	263	09/30/1986	1	09/14/2011	09/30/1986	6092	6092	6092	6092	6022	50	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
934	DAPHNE/LAKE FORREST AL	BASE STR Supercenter	Y	27520 US HIGHWAY 98	DAPHNE	AL	36526	30	35	199026	1A	1	6	07/15/1986	81922	07/15/1986	07/15/1986	6011	6011	6011	6011	6005	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
935	DENHAM SPRINGS LA	BASE STR Supercenter	Y	904 S RANGE AVE	DENHAM SPRINGS	LA	70726	30	35	228219	1A	13	130	09/30/1986	124666	06/23/1999	09/30/1986	6048	6048	6048	6048	6005	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
936	EFFINGHAM IL	BASE STR Supercenter	Y	1204 AVENUE OF MID AMERICA	EFFINGHAM	IL	62401	70	75	212608	1N	43	273	11/18/1986	109101	09/12/2001	11/18/1986	6069	6069	6069	6069	6008	192	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
937	KENNESAW GA	BASE STR Supercenter	Y	2795 CHASTAIN MEADOWS PKWY	MARIETTA	GA	30066	50	56	202994	1A	2	26	09/02/1986	134715	05/25/2005	09/02/1986	6054	6054	6054	6054	6014	195	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
938	MONTGOMERY (E) AL	BASE STR Supercenter	Y	6495 ATLANTA HWY	MONTGOMERY	AL	36117	40	45	220167	1A	1	8	07/01/1986	106714	10/24/2001	07/01/1986	6054	6054	6054	6054	6014	208	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
939	WACO TX	BASE STR Supercenter	Y	4320 FRANKLIN AVE	WACO	TX	76710	40	44	200084	1B	7	76	09/02/1986	124306	09/16/1998	09/02/1986	6036	6036	6036	6036	6005	189	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
940	WESTWORTH VILLAGE, TX	BASE STR Supercenter	Y	6770 WESTWORTH BLVD	WESTWORTH VILLAGE	TX	76114	40	44	203818	1B	5	479	07/15/1986	121096	05/17/2006	07/15/1986	6068	6068	6068	6068	6008	195	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
941	BRANDON FL	BASE STR Supercenter	Y	2140 BLOOMINGDALE AVENUE	VALRICO	FL	33596	30	36	152087	1A	9	113	09/30/1986	92827	03/09/2016	09/30/1986	6020	6020	6020	6020	6014	92	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
942	OCOEE FL	BASE STR Supercenter	Y	10500 W COLONIAL DR	OCOEE	FL	34761	30	36	211030	1A	9	89	07/15/1986	84489	08/14/2002	07/15/1986	6020	6020	6020	6020	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
943	CASSELBERRY/WINTERSPRINGS	BASE STR Supercenter	Y	1239 STATE ROAD 436 STE 101	CASSELBERRY	FL	32707	30	36	209055	1A	9	91	09/30/1986	104442	05/11/2005	09/30/1986	6020	6020	6020	6020	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
944	CRESTVIEW FL	BASE STR Supercenter	Y	3351 S FERDON BLVD	CRESTVIEW	FL	32536	30	35	154266	1A	1	15	06/17/1986	50968	07/21/1993	06/17/1986	6010	6010	6010	6010	6014	136	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
945	LUBBOCK TX (W)	BASE STR Supercenter	Y	702 W LOOP 289	LUBBOCK	TX	79416	50	54	204095	1B	44	71	07/01/1986	81922	10/11/1995	07/01/1986	6012	6012	6012	6012	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
947	SHERMAN TX	BASE STR Supercenter	Y	401 E US HIGHWAY 82	SHERMAN	TX	75092	40	44	204775	1B	44	47	08/19/1986	85513	08/19/1994	08/19/1986	6068	6068	6068	6068	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
948	HICKORY NC	BASE STR Supercenter	Y	2525 US HIGHWAY 70 SE	HICKORY	NC	28602	50	56	200234	1F	28	304	05/12/1987	115397	04/06/2005	05/12/1987	6070	6070	6070	6070	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
949	DUNCANVILLE TX	BASE STR Supercenter	Y	3155 W WHEATLAND RD	DALLAS	TX	75237	40	44	205802	1B	5	49	09/02/1986	123091	03/17/2004	09/02/1986	6036	6036	6036	6036	6005	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
950	BARTLETT, TN	BASE STR Supercenter	Y	8400 HIGHWAY 64	BARTLETT	TN	38133	50	55	205635	1F	12	145	09/02/1986	110778	10/15/1997	09/02/1986	6018	6018	6018	6018	6008	189	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
951	HEMPSTEAD TX	BASE STR Wal-Mart	Y	625 HIGHWAY 290 E	HEMPSTEAD	TX	77445	40	44	50968	1B	7	85	09/02/1986	0		09/02/1986	7036	7036	7036	7036	6005	50	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
952	MOULTRIE GA	BASE STR Supercenter	Y	641 VETERANS PKWY S	MOULTRIE	GA	31788	40	46	149704	1A	3	27	09/09/1986	65930	09/10/1997	09/09/1986	6010	6010	6010	6010	6014	139	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
953	LOVELAND CO	BASE STR Supercenter	Y	1325 DENVER AVE	LOVELAND	CO	80537	70	73	205863	1M	47	378	08/12/1986	86530	04/17/2002	08/12/1986	6019	6019	6019	6019	6029	192	6060	SOUTHGATE-STORAGE	3020	SOUTHGATE-FLOW
954	HAZELHURST MS	BASE STR Supercenter	Y	527 LAKE ST	HAZLEHURST	MS	39083	40	45	153445	1A	14	141	09/30/1986	50968	03/05/2008	09/30/1986	6011	6011	6011	6011	6005	143	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
955	APOPKA FL	BASE STR Supercenter	Y	1700 S ORG BLSMTRAIL	APOPKA	FL	32703	30	36	214506	1A	9	91	09/02/1986	65904	11/11/1998	09/02/1986	6020	6020	6020	6020	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
956	MELBOURNE FL	BASE STR Wal-Mart	Y	1001 E EAU GALLIE BLVD	MELBOURNE	FL	32937	30	36	88327	1A	9	92	08/19/1986	65930	11/05/1991	08/19/1986	7038	7038	7038	7038	6014	82	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
957	GENESCO IL	BASE STR Wal-Mart	Y	125 E BESTOR DR	GENESEO	IL	61254	70	75	42295	1N	25	279	09/16/1986	0		09/16/1986	6009	6009	6009	6009	6022	40	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
958	PLATTEVILLE WI	BASE STR Supercenter	Y	1800 PROGRESSIVE PKWY	PLATTEVILLE	WI	53818	80	85	207282	1N	53	438	11/11/1986	92280	04/19/2006	11/11/1986	7039	7039	7039	7039	6022	195	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
959	BUSHNELL FL	BASE STR Supercenter	Y	2163 W C 48	BUSHNELL	FL	33513	30	36	155083	1A	9	89	09/09/1986	41304	10/16/2002	09/09/1986	6020	6020	6020	6020	6014	145	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
960	DUNNELLON FL	BASE STR Supercenter	Y	11012 NO. WILLIAMS ST	DUNNELLON	FL	34432	30	36	155530	1A	3	93	09/09/1986	41304	10/16/2002	09/09/1986	7035	7035	7035	7035	6014	145	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
961	LAPLACE LA	BASE STR Supercenter	Y	1616 W AIRLINE HWY	LA PLACE	LA	70068	30	35	192633	1A	13	129	02/03/1987	106796	10/27/2004	02/03/1987	6048	6048	6048	6048	6005	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
